,xcode,name,nationality,birthdate,gender,club
4128,3466,LINDQUIST Inger,SWE, ,M, 
4129,3331,LINDSTROEM Juha,FIN, ,M, 
4130,2903,LINDSTROEM Veli-Matti,FIN,1983,M,Lahden Hiihtoseura
4131,6734,LINDVIK Marius,NOR,27-06-1998,M,Raelingen Skiklubb
4132,3232,LINEHAN Jere,USA,1900,M, 
4133,7221,LINGENHOEL Magdalena,GER,1999,F,Sc Oberstdorf
4134,3266,LINSIG Gregor,CAN, ,M, 
4135,2353,LIPBURGER Alois,AUT,1956,M, 
4136,7647,LIPOVSEK ROCNIK Miha,SLO,2003,M,Sk Zagorje
4137,6981,LIPPESTAD Carl Henning,NOR,1998,M,Baekkelagets SK
4138,7143,LISSO Justin,GER,12-12-1999,M,Wsv Schmiedefeld
4139,8924,LITHUANIA,LTU, ,A, 
4140,8807,LITHUANIA,LTU, ,M, 
4141,8698,LITHUANIA,LTU, ,F, 
4142,9045,LITHUANIA I,LTU, ,A, 
4143,9414,LITHUANIA I,LTU, ,M, 
4144,9164,LITHUANIA I,LTU, ,F, 
4145,9883,LITHUANIA II,LTU, ,A, 
4146,9528,LITHUANIA II,LTU, ,M, 
4147,9645,LITHUANIA II,LTU, ,F, 
4148,9281,LITHUANIA III,LTU, ,M, 
4149,9764,LITHUANIA III,LTU, ,F, 
4150,2476,LITSCHKO Raimund,DDR, ,M, 
4151,6647,LIU Qi,CHN,27-02-1996,F,Chinese Ski association
4152,8519,LIU Xin,CHN,14-12-2001,M, 
4153,3150,LIUSKI Toni,FIN,1975,M, 
4154,4723,LIVA Michele,ITA,1989,M,Sci Cai Monte Lussari
4155,6865,LIVELTEN Adrian Soerensen,NOR,1994,M,Hjelset/Fram
4156,7510,LIVRERI Landon,USA,2001,M,New York ski ed foundation
4157,4905,LIZON AU CIRE Camille,FRA,1985,F,Skieurs Rousselands
4158,3590,LJEN Kaare,CAN, ,M, 
4159,2033,LJOEKELSOEY Roar,NOR,1976,M,Orkdal IL / Troenderhopp
4160,2208,LJUNGMANN Henry,NOR, ,M, 
4161,4932,LOBBEN Stine,NOR,1986,F,IL Moingen
4162,2939,LOBBEN Thomas,NOR,1983,M,IL Moingen
4163,3354,LOBO Jesus,ESP,1982,M, 
4164,219740,LOBODA Nikita,RUS,24-05-1998,M, 
4165,7457,LOCK Jake,GBR,1997,M, 
4166,7458,LOCK Robert,GBR,1997,M, 
4167,5098,LOCKHART Kyle,USA,1987,M,Norge SKI Club
4168,2951,LOCKYER John,CAN, ,M, 
4169,3326,LODWICK Todd,USA,1976,M, 
4170,7081,LOE Jostein,NOR,1994,M,Raufoss Il
4171,2112,LOEFFLER Frank,GER,1980,M,SC Oberstdorf
4172,5919,LOEFFLER Jenny,GER,1991,F,Sc Menzenschwand
4173,6761,LOEFFLER Marc Oliver,GER,1994,M,Sc Menzenschwand
4174,6632,LOEFFLER Tobias,GER,1994,M,ST Schonach-Rohrhardsberg
4175,6277,LOEHMANN Johannes,GER,1994,M,Sc Ruhpolding
4176,8377,LOEKEN Johannes,NOR,11-02-2002,M,Askim If
4177,219641,LOESCHER Elise,USA,2003,F,New York Ski Ed Foundation
4178,1913,LOGAR Eva,SLO,1991,F,SSK Sam Ihan
4179,7878,LOGAR Lara,SLO,12-03-2003,F,Sk Zagorje
4180,7911,LOGINOV Aleksandr,RUS,18-12-2000,M,Tatarstan
4181,8622,LOH Ronja,GER,2005,F,WSC Erzgebirge Oberwiesenthal
4182,6426,LOIT Rauno,EST,1995,M,Elva Skiclub
4183,2088,LOITZL Wolfgang,AUT,1980,M,WSC Bad Mitterndorf-Steiermark
4184,7446,LOKAJ Szymon,POL,1998,M,Ss-R Lzs sokol szczyrk
4185,6379,LOND Rain,EST,1978,M,Nomme Skiclub
4186,6690,LONGO Alessio,ITA,1998,M,US DOLOMITICA
4187,6643,LONGO Manuel,ITA,1998,M,U.S. DOLOMITICA A.S.D.
4188,7519,LONGO Marco,ITA,2001,M,US DOLOMITICA
4189,7013,LONGO Michele,ITA,2000,M,U.S. DOLOMITICA A.S.D.
4190,3911,LONIEWSKI Jan,POL, ,M, 
4191,6834,LOOMIS Adam,USA,1992,M,Flying Eagles Ski Club
4192,6817,LOOMIS Ben,USA,1998,M,Flying Eagles ski club
4193,4212,LORENZ Florian,GER,1987,M,SK Berchtesgaden
4194,6011,LORENZ Nico,GER,1993,M,Sc Menzenschwand
4195,8631,LORETZ Dominik,AUT,2004,M, 
4196,4633,LOSOA Tom-Arild,NOR,1982,M,Troenderhopp
4197,3770,LOSTREK Janez,SLO, ,M, 
4198,6517,LOTRIC Matic,SLO,1997,M,SSD Stol Zirovnica
4199,2695,LOTRIC Rajko,SLO,1962,M, 
4200,3696,LOTTES Lothar,GER, ,M, 
4201,6906,LOUKASMAEKI Wili,FIN,1997,M,Kainuun Hiihtoseura
4202,9345,LOUTITT Alexandria,CAN,2004,F,Altius Nordic Ski Club
4203,3905,LOVAS Miklos,HUN, ,M, 
4204,6162,LOWISZ Jan,POL,1995,M,Start Krokiew zakopane
4205,7275,LOYTAINEN Niko,FIN,12-09-1998,M,Tampereen Pyrinto
4206,5140,LUBERDA Ryszard,POL,1975,M, 
4207,6859,LUBITZ Tom,GER,1995,M,x
4208,6057,LUCKEY Daniel,GER,1992,M,Sc Willingen
4209,3997,LUDI Patrik,SUI, ,M, 
4210,3054,LUDWIG Frank,GER,1980,M,Oberwiesenthaler SV
4211,7135,LUDWIG Sebastian,GER,09-04-2000,M,Vsc Klingenthal
4212,6071,LUGERT Tobias,GER,1993,M,Sc Ruhpolding
4213,8584,LUKASZCZYK Lukasz,POL,2007,M,TS Wisla Zakopane
4214,3256,LUKES Roman,CZE, ,M, 
4215,2316,LUKKARINIEMI P.,FIN,1941,M, 
4216,7903,LUKOYANOV Kiril,RUS,30-03-2002,M,Vyborgskaya Sdushor
4217,7012,LUNARDI Alessio,ITA,2000,M,Us Dolomitica
4218,5931,LUNARDI Andrew,ITA,1996,M,Sc Gallio
4219,2014,LUNARDI Ivan,ITA,1973,M,Gruppo Sportivo Fiamme Gialle
4220,5045,LUNARDI Michael,ITA,1992,M,SC GALLIO
4221,2766,LUNARDI Virginio,ITA,1968,M, 
4222,5597,LUND Baard,NOR,1986,M,Vikersund IF
4223,3002,LUND John Anders,NOR,1979,M,Lena
4224,7887,LUND Mari Leinan,NOR,28-05-1999,F,Tolga Il
4225,3021,LUNDBERG Fred-Börre,NOR, ,M, 
4226,7506,LUNDBERG Julia,SWE,1999,F,If Friska viljor
4227,5930,LUNDBY Maren,NOR,07-09-1994,F,Kolbu/KK
4228,5417,LUNDE Isak,NOR,1991,M,Romerikshopp
4229,3076,LUNDER Jermund,NOR, ,M, 
4230,6804,LUNDGREN Olof,SWE,08-10-1997,M,Holmens IF
4231,2226,LUNDGREN S.,SWE,1978,M, 
4232,3800,LUNDGREN Th.,SWE, ,M, 
4233,3716,LUNDMARK Dave,USA, ,M, 
4234,3750,LUNDQUIST Andreas,SWE, ,M, 
4235,7066,LUNKIN Maxim,RUS,1987,M,Ssg
4236,8244,LUNNAN Haavard Svingen,NOR,1996,M,Skatval Skilag
4237,5970,LUSSI Danielle,USA,1992,F,New York Ski Education Foundation
4238,6672,LUSSI Miles,USA,1997,M,New York ski ed Foundation
4239,5332,LUSSI Nina,USA,29-03-1994,F,New York Ski Ed Foundation
4240,6453,LUSTENBERGER Karl,SUI,1952,M, 
4241,6750,LUSTERMANS Bas,NED,1998,M,Dutch Nordic Team
4242,7672,LUTHARDT Arthur,GER,2002,M,Wsv 08 lauscha
4243,1928,LUTZ Ryan,CAN,1992,M,Altius Nordic Ski Club
4244,8925,LUXEMBOURG,LUX, ,A, 
4245,8808,LUXEMBOURG,LUX, ,M, 
4246,8699,LUXEMBOURG,LUX, ,F, 
4247,9046,LUXEMBOURG I,LUX, ,A, 
4248,9415,LUXEMBOURG I,LUX, ,M, 
4249,9165,LUXEMBOURG I,LUX, ,F, 
4250,9884,LUXEMBOURG II,LUX, ,A, 
4251,9529,LUXEMBOURG II,LUX, ,M, 
4252,9646,LUXEMBOURG II,LUX, ,F, 
4253,9282,LUXEMBOURG III,LUX, ,M, 
4254,9765,LUXEMBOURG III,LUX, ,F, 
4255,6137,LUZAR Alen,SLO,1990,M,Sd Dolomiti
4256,4564,LYNCH Dennis,CAN,1987,M, 
4257,6835,LYNCH Erik,USA,1994,M,Steamboat Sprgs winter sprts club
4258,1925,LYNCH Zoya,CAN,1991,F,Altius Nordic Ski Club
4259,5099,LYONS John,USA,1988,M,Saint Paul SKI Club
4260,4887,LYONS Taylor,USA,1987,F,Aint Paul SKI Club
4261,2840,LYSKOVEC Andrej,BLR,1974,M, 
4262,8512,LYU YIxin,CHN,15-05-2000,M, 
4263,6827,MA Qinghua,CHN,1995,F,Chinese Ski association
4264,6599,MA Tong,CHN,02-03-1994,F,Chinese Ski Association
4265,6232,MA Yunshan,CHN,1990,F, 
4266,7431,MAANUM Markus,NOR,1998,M,Raufoss Il
4267,3483,MAATELA Markku,FIN, ,M, 
4268,5796,MAATTA Jarkko,FIN,28-12-1994,M,Kainuun Hiihtoseura
4269,5320,MABBOUX Alexandre,FRA,1991,M,Le Grand Bornand
4270,6273,MABUCHI Minato,JPN,28-06-1992,M,Akita Xerox 
4271,7301,MABUCHI Tomoru,JPN,30-03-1995,M,FIT Ski Team
4272,7625,MACH Lucas,GER,2004,M,Tsv Buchenberg
4273,7821,MACHAC Michal,CZE,10-05-2003,M,TJ Frenstat pod Radhostem
4274,7819,MACHAC Vojtech,CZE,03-02-2001,M,TJ Frenstat pod Radhostem
4275,5688,MACHREICH Martin,AUT,1991,M,SK Saalfelden
4276,2971,MACIAS Mariusz,POL,1981,M, 
4277,5802,MACIEJEWSKI Michael,CAN,1994,M,Altius Nordic ski club
4278,4235,MACIUSIAK Maciej,POL,1982,M, 
4279,5427,MACK Bastian,GER,1987,M,SC Degenfeld
4280,4925,MACKAY Stephen,USA,1986,M,National Sports Foundation
4281,3588,MACLE Alain,FRA,1944,M, 
4282,7813,MACUGA Samantha,USA,17-02-2001,F,Park City Ski and Snowboard
4283,8926,MADAGASCAR,MAD, ,A, 
4284,8809,MADAGASCAR,MAD, ,M, 
4285,8700,MADAGASCAR,MAD, ,F, 
4286,9047,MADAGASCAR I,MAD, ,A, 
4287,9416,MADAGASCAR I,MAD, ,M, 
4288,9166,MADAGASCAR I,MAD, ,F, 
4289,9885,MADAGASCAR II,MAD, ,A, 
4290,9530,MADAGASCAR II,MAD, ,M, 
4291,9647,MADAGASCAR II,MAD, ,F, 
4292,9283,MADAGASCAR III,MAD, ,M, 
4293,9766,MADAGASCAR III,MAD, ,F, 
4294,6821,MADDEN Nicholas,USA,1996,M,Steamboat Sprgs winter sprts club
4295,5227,MADDEN William,USA,1989,M,NEW York SKI ED Foundation
4296,3207,MADRY Jaroslaw,POL, ,M, 
4297,6609,MADSEN Joergen,NOR,22-03-1994,M,Skimt
4298,5799,MAEAETTAE Antti,FIN,1993,M,Kuusamon Erae-veikot
4299,4428,MAEDA Kenta,JPN,1982,M, 
4300,3684,MAEHLER Eilerth,SWE, ,M, 
4301,3053,MAEKELAE Markus,FIN,1979,M, 
4302,6430,MAEKIAHO Arttu,FIN,1997,M,Kainuun Hiihtoseura
4303,7112,MAERKL Kilian,GER,10-04-2000,M,Sc Partenkirchen
4304,4372,MAEZAWA Kenta,JPN,1984,M, 
4305,7472,MAGDO Andrei,ROU,2001,M,CS Dinamo Buc-Centrul Sportiv Bv
4306,4642,MAGDO Csaba,ROU,1977,M, 
4307,7326,MAGDZIAK Bartlomiej,POL,1999,M,Lks Poroniec poronin
4308,3626,MAGNUSSON Sven,SWE, ,M, 
4309,5808,MAH Nathaniel,CAN,1995,M,Altius Nordic ski club
4310,5573,MAIER Dominik,GER,1992,M,SC Schoenwald
4311,5926,MAIER Florian,GER,1994,M,Sc Schluchsee-blasiwald
4312,4213,MAIER Maximilian,GER,1986,M,SK Berchtesgaden
4313,6260,MAIERHOFER Manuel,ITA,1992,M,Sc Gardena
4314,4118,MAIR Karl,AUT, ,M, 
4315,7881,MAIR Nikolaus,AUT,2004,M,WSV Sparkasse Bad Ischl
4316,6708,MAIR Sophie,AUT,2000,F,WSV Sparkasse Bad Ischl
4317,2193,MAIRE Stephane,SUI,1979,M,Vaulion
4318,4166,MAITRE Damien,FRA,1984,M,La Rosière
4319,4179,MAJAVAA Jarkko,SWE,1984,M,Hoegby SK
4320,5329,MAJCEN Matevz,SLO,1989,M,SK Triglav Kranj
4321,5854,MAJDIC Eva,SLO,1994,F,SSK Menges
4322,7663,MAJERCZYK Stanislaw,POL,2003,M,Ts Wisla zakopane
4323,6863,MAKA Daniel,POL,1997,M,Lks Poroniec poronin
4324,4609,MAKA Marcin,POL,1985,M, 
4325,2894,MAKALA V.,FIN, ,M, 
4326,5546,MAKAREWICZ Konrad,POL,1993,M, 
4327,7608,MAKHINIA Irma,RUS,06-09-2002,F,Gbu Csp sochi
4328,7883,MAKHINIA Liia,RUS,21-08-2001,F,Gbu Csp sochi
4329,2672,MAKI Jim,USA,1950,M, 
4330,8422,MAKINEN Miika,FIN,1997,M,Lahti Ski club
4331,6742,MAKSIMOCHKIN Maksim,RUS,1999,M,Nizhniy Novgorod
4332,6194,MAKSIMOCHKIN Mikhail,RUS,29-08-1993,M,Sdushor CSP N. Novgorod Dinamo
4333,5772,MAKSYMCHUK Serhiy,UKR,1995,M,Kremenets
4334,5666,MAKSYMYUK Vasil,UKR,1991,M,Verkhovina
4335,219643,MALACINSKI Annika,USA,2001,F,Steamboat Springs Winter Sports Clu
4336,8501,MALACINSKI Niklas,USA,2003,M,Steamboat Springs winter sports clu
4337,6675,MALADSOU Nikita,BLR,1996,M,Sc Minsk
4338,8928,MALAYSIA,MAS, ,A, 
4339,8811,MALAYSIA,MAS, ,M, 
4340,8702,MALAYSIA,MAS, ,F, 
4341,9049,MALAYSIA I,MAS, ,A, 
4342,9418,MALAYSIA I,MAS, ,M, 
4343,9168,MALAYSIA I,MAS, ,F, 
4344,9887,MALAYSIA II,MAS, ,A, 
4345,9532,MALAYSIA II,MAS, ,M, 
4346,9649,MALAYSIA II,MAS, ,F, 
4347,9285,MALAYSIA III,MAS, ,M, 
4348,9768,MALAYSIA III,MAS, ,F, 
4349,8104,MALCHER Elias,GER,2005,M,Sc Ruhpolding
4350,4045,MALCIK Jiri,CZE, ,M, 
4351,2387,MALEC Jiri,CZE,1962,M, 
4352,5377,MALENOV Serhei,BLR,1989,M, 
4353,3301,MALIK Andrzej,POL, ,M, 
4354,3379,MALIK Fabian,POL,1987,M,SS-R LZS Sokol Szczyrk
4355,2706,MALIK Janusz,POL,1964,M, 
4356,2742,MALIK Jiri,CZE, ,M, 
4357,3302,MALIK Zbigniew,POL, ,M, 
4358,2932,MALKAMAKI Marko,FIN,1976,M, 
4359,8480,MALM Bjoernar,NOR,18-08-1995,M,Byaasen IL
4360,2608,MALMQUIST Walter,USA, ,M, 
4361,3311,MALOUSEK Petr,CZE, ,M, 
4362,7325,MALOVRH Matevz,SLO,1999,M,Nsk Trzic fmg
4363,7362,MALSINER Diego,ITA,2002,M,GARDENA RAIFFEISEN
4364,7523,MALSINER Jessica,ITA,23-09-2002,F,GS FIAMME GIALLE
4365,6898,MALSINER Lara,ITA,14-04-2000,F,GRUPPO SCIATORI FIAMME GIALLE
4366,6503,MALSINER Manuela,ITA,15-12-1997,F,GRUPPO SCIATORI FIAMME GIALLE
4367,8933,MALTA,MLT, ,A, 
4368,8816,MALTA,MLT, ,M, 
4369,8707,MALTA,MLT, ,F, 
4370,9054,MALTA I,MLT, ,A, 
4371,9423,MALTA I,MLT, ,M, 
4372,9173,MALTA I,MLT, ,F, 
4373,9892,MALTA II,MLT, ,A, 
4374,9537,MALTA II,MLT, ,M, 
4375,9654,MALTA II,MLT, ,F, 
4376,9290,MALTA III,MLT, ,M, 
4377,9773,MALTA III,MLT, ,F, 
4378,4239,MALTS Egert,EST,1986,M,Sportclub Otepaa
4379,6951,MALTSEV Kevin,EST,04-07-2000,M,Elva Skiclub
4380,7696,MALYJUREK Mateusz,POL,2001,M,KS Chocholow
4381,6915,MALYSHCHYK Serhiy,UKR,1998,M,Kremenets ski school
4382,7426,MALYSHEV Valentin,RUS,1997,M, 
4383,2039,MALYSZ Adam,POL,1977,M,"KS Wisla, Ustronianka"
4384,3388,MAM Paavo,FIN, ,M, 
4385,2892,MANABU Nikaidoh,JPN, ,M, 
4386,5130,MANDL Rok,SLO,1988,M,SSK Costella Ilirija
4387,5407,MANDL Ziga,SLO,1990,M,SSK Costella Ilirija
4388,8495,MANKOV Ilya,RUS,17-03-2003,M,Sdushor Nizhniy Tagil
4389,7145,MANNHARDT Ludwig,GER,1999,M,Sc Steinbach-hallenberg
4390,7474,MARATOVA Katerina,CZE,1999,F,Jkl Desna
4391,219645,MARCATO Asia,ITA,2003,F,S.C. GARDENA RAIFFEISEN GHERDEINA A
4392,4047,MARCHANDISE Nicolas,FRA,1980,M,Les Rousses
4393,6723,MARCHENKO Vitaliy,UKR,1995,M,Kremenets
4394,5727,MARCHREICH Florian,AUT, ,M, 
4395,7693,MARCHUKOV Aleksandr,RUS,08-10-2000,M,Sankt-Petersburg
4396,5781,MARCOCIG Giacomo,ITA,1995,M,Cai Monte lussari
4397,3944,MARGREITER Wolfgang,AUT, ,M, 
4398,7599,MARIOTTI Domenico,ITA,2001,M,GS FIAMME ORO
4399,5927,MARK Nico,GER,1994,M,Sc Hinterzarten
4400,8037,MARKENG Simen Aasen,NOR,30-06-2002,M,Lensbygda Sk
4401,7588,MARKENG Thomas Aasen,NOR,18-06-2000,M,Lensbygda Sportsklubb
4402,8382,MARKESET Sivert,NOR,28-04-2000,M,Holevaeringen Il
4403,7427,MARKIN Artem,RUS,07-09-1996,M, 
4404,7425,MARKIN Victor,RUS,17-01-1997,M, 
4405,7277,MARKKANEN Joni,FIN,1998,M,Lahti Ski club
4406,5008,MARKOVICS Borbola,HUN,1987,F, 
4407,7543,MARKUTA Katja,SLO,17-01-2001,F,Sk Triglav kranj
4408,8927,MAROCCO,MAR, ,A, 
4409,8810,MAROCCO,MAR, ,M, 
4410,8701,MAROCCO,MAR, ,F, 
4411,9048,MAROCCO I,MAR, ,A, 
4412,9417,MAROCCO I,MAR, ,M, 
4413,9167,MAROCCO I,MAR, ,F, 
4414,9886,MAROCCO II,MAR, ,A, 
4415,9531,MAROCCO II,MAR, ,M, 
4416,9648,MAROCCO II,MAR, ,F, 
4417,9284,MAROCCO III,MAR, ,M, 
4418,9767,MAROCCO III,MAR, ,F, 
4419,7042,MAROE Idar,NOR,1995,M,Alta If
4420,5775,MARTIN Charlaine,FRA,1992,F,Les Contamines Montjoie
4421,7150,MARTIN Enrique,FRA,2002,M,S.C VALLEE MERIBEL
4422,3431,MARTIN Jay,USA, ,M, 
4423,3685,MARTIN Jerri,USA, ,M, 
4424,5133,MARTIN Jonathan,FRA,1988,M,Les Houches
4425,5603,MARTIN Nicolas,FRA,1989,M,Les Contamines Montjoie
4426,3785,MARTIN Paul,CAN, ,M, 
4427,3162,MARTIN Tim,USA, ,M, 
4428,4089,MARTINAK Miroslav,CZE, ,M, 
4429,5281,MARTINC Anze,SLO,1990,M,SSK Ilirija
4430,6425,MARTINCIC Gasper,SLO,1992,M,Ssk Alpina ziri
4431,5025,MARTINCIC Miha,SLO,1988,M,SSK Stol Zirovnica
4432,4681,MARTINEAU Barrett,CAN,1991,M,Altius Nordic Ski Club
4433,5535,MARTINELLI Andy,FRA,1994,M,Samoens
4434,2488,MARTINSSON Mikael,SWE,1968,M, 
4435,3573,MARTINSSON Ole,SWE, ,M, 
4436,8118,MARTYNEK Michal,POL,2003,M,LKS Olimpia Goleszow
4437,5357,MARUSARZ Wojciech,POL,1993,M,AZS Zakopane
4438,7230,MARUSIAK Yevhen,UKR,16-03-2000,M,ShVSM of Ivano-Frankivsk
4439,2254,MARUSSARZ S.,POL, ,M, 
4440,5769,MARUSYAK Vasyl,UKR,1993,M,Verkhovyna
4441,4654,MARUTA Toru,JPN,1977,M, 
4442,6211,MARUYAMA Jun,JPN,1995,F,Tokai Unv.
4443,4345,MARUYAMA Keita,JPN,1984,M, 
4444,4474,MARUYAMA Mitsuru,JPN,1981,M, 
4445,5201,MARUYAMA Naoto,JPN,1989,M, 
4446,6681,MARUYAMA Nozomi,JPN,02-06-1998,F,Meiji University
4447,4827,MARUYAMA Yoshiyuki,JPN,1981,M, 
4448,4499,MASAKI Eiji,JPN,1980,M, 
4449,4888,MASAKI Makoto,JPN,1978,M, 
4450,4436,MASAKI Shinya,JPN,1983,M, 
4451,3748,MASHIKO Mineyuki,JPN, ,M, 
4452,4368,MASHINO Yuichi,JPN,1984,M, 
4453,7620,MASLE Rok,SLO,2004,M,SSK Ilirija
4454,5711,MASLENNIKOV Sergey,RUS,1982,M, 
4455,7785,MASTNAK Martin,SLO,2000,M,Sd Vizore
4456,7619,MASTNAK Spela,SLO,2003,F,Sd Vizore
4457,4459,MASUDA Kentaro,JPN,1979,M, 
4458,219701,MATARZHUK Yevheniia,UKR,2006,F, 
4459,7705,MATAVIN Nikolai,RUS,24-01-1997,M,Moscow region GBU  Bashkortostan MB
4460,2034,MATEJA Robert,POL,1974,M,TS Wisla Zakopane
4461,7727,MATEJKA Vojtech,CZE,1999,M,TJ Frenstat pod Radhostem
4462,2842,MATHIESEN Hein-Arne,NOR,1971,M,Elverum
4463,7792,MATHISEN Madeleine Kvam,NOR,1998,F,Holevaeringen Il
4464,6518,MATKO Jaka,SLO,1998,M,Ssk Logatec
4465,5840,MATKO Jure,SLO,1995,M,SSK Logatec
4466,2310,MATOUS J.,CZE, ,M, 
4467,6024,MATSUHASHI Aki,JPN,06-10-1992,F,Dream link Co.Ltd.
4468,4475,MATSUHASHI Motoshi,JPN,1982,M, 
4469,2691,MATSUHASHI Saturu,JPN,1961,M, 
4470,2424,MATSUI Naoya,JPN,1967,M, 
4471,8260,MATSUMOTO Akinori,JPN,2004,M, 
4472,4828,MATSUMOTO Katsuhiko,JPN,1980,M, 
4473,7246,MATSUMOTO Yui,JPN,25-04-2000,F,Waseda univ.
4474,2425,MATSUMURA Junji,JPN,1990,M, 
4475,4829,MATSUNOO Keigo,JPN,1987,M, 
4476,2426,MATSUO Kunihiro,JPN,1983,M, 
4477,4485,MATSUURA Wataru,JPN,1981,M, 
4478,5241,MATSUZAWA Kazuki,JPN,1988,M, 
4479,4517,MATSUZAWA Kazuyuki,JPN,1980,M, 
4480,6934,MATSUZAWA Naoya,JPN,1996,M, 
4481,8542,MATSUZAWA Sachi,JPN,2003,F,Hakuba High School
4482,4508,MATSUZAWA Tomoyuki,JPN,1979,M, 
4483,5638,MATSUZAWA Yuuki,JPN,1991,M, 
4484,5498,MATTEL Coline,FRA,1995,F,Douanes - Contamines Montjoie
4485,4091,MATTHEY Manfred,GER, ,M, 
4486,3846,MATTILA Esa,SWE, ,M, 
4487,2847,MATTILA Jani,FIN, ,M, 
4488,2323,MATTILA T.,FIN,1946,M, 
4489,7552,MATTOON Nathan,USA,22-09-1998,M,Flying Eagles ski club
4490,6798,MATTOON Nicholas,USA,1995,M,Flying Eagles ski club
4491,2947,MATURA Jan,CZE,1980,M,Dukla Liberec
4492,7820,MATUSINSKY Marcel,CZE,2001,M,Tj Frenstat pod radhostem
4493,5938,MATUSZNY Pawel,POL,1993,M,Ks Wisla ustronianka
4494,3717,MAUNU Paavo,FIN, ,M, 
4495,6847,MAURER Dillon,USA,1994,M,UOP Sports Clubs
4496,7756,MAURER Elias,AUT,2001,M,WSV Sibratsgfaell
4497,6305,MAURER Joshua,CAN,20-09-1996,M,Altius Nordic Ski Club
4498,7068,MAURER Manon,USA,1996,F,Uop Sports clubs
4499,7573,MAURER Nicole,CAN,28-01-2000,F,Altius Nordic Ski Club
4500,7768,MAURUS Sophia,GER,30-11-2001,F,Tsv Buchenberg
4501,7703,MAUS Leo,GER,2003,M,Wsv Isny
4502,8605,MAUS Otto,GER,2005,M,WSV Isny e.V.
4503,5188,MAYER Nicolas,FRA,1990,M,Courchevel
4504,6927,MAYLAENDER Axel,GER,1998,M,Sc Degenfeld
4505,6127,MAYLAENDER Dominik,GER,1995,M,SC Degenfeld
4506,5263,MAYLAENDER Jan,GER,1992,M,SC Degenfeld
4507,4190,MAYR Ingemar,NED,1975,M, 
4508,4087,MAZANEK Jaroslav,SOV, ,M, 
4509,7368,MAZI Pia,SLO,23-12-2002,F,SSK Ilirija
4510,4237,MAZOCH Jan,CZE,1985,M,Dukla Frenstat
4511,5062,MAZOCH Jiri,CZE,1990,M,Dukla Liberec
4512,7435,MAZURCHUK Dmytro,UKR,1999,M,Kremenets Ski school
4513,3774,MC NEILL Chr.,USA,1954,M, 
4514,2700,MCGRANE Dennis,USA, ,M, 
4515,3602,MCINNES John,CAN, ,M, 
4516,4619,MCNEIL Steve,USA,1900,M, 
4517,6566,MECH Robert,CZE,1996,M, 
4518,2931,MECHLER Maximilian,GER,1984,M,WSV Isny
4519,3070,MEDVED Igor,SLO,1981,M,SSK Ilirija
4520,7120,MEDVEDEV Alexandr,KAZ,2000,M, 
4521,8018,MEDWED Elias,AUT,12-01-2002,M,Sv Innsbruck bergisel
4522,3112,MEEN Knut-Peter,NOR, ,M, 
4523,6537,MEERE Sven,SUI,1996,M,Am Bachtel Wald
4524,2167,MEGLIC Robert,SLO,1974,M, 
4525,8476,MEGUSAR Jakob,SLO,2003,M,Sk Triglav kranj
4526,4934,MEHRINGER Matthias,GER,1982,M,SC Ruhpolding
4527,7694,MEIERHOFER Maxi,AUT,2002,M,SV Bad Goisern
4528,2845,MEINEL Rico,GER,1974,M,WSV Aschb.Muehlleiten
4529,5169,MEINHERZ Pascal,SUI,1981,M, 
4530,219761,MEIS Tuomas,FIN,2005,M,Siilinjarven Ponnistus
4531,8193,MEIS Vilma,FIN,12-06-2002,F,Siilinjarven Ponnistus
4532,2594,MEISINGER Thomas,GER,1957,M, 
4533,6674,MEKHETKA Aliaksandr,BLR,1995,M,Sc Minsk
4534,7117,MEKHONOSHIN Ivan,RUS,26-04-1997,M,Ski school SDUSSHOR Start SCT Kudym
4535,8602,MEKHONOSHINA Uliana,RUS,2007,F, 
4536,2997,MELBY Egil,NOR, ,M, 
4537,6404,MELDERS Matiss,LAT,1990,M, 
4538,8448,MELINE Celestin,FRA,2005,M,As Gerardmer ski noridique
4539,8196,MELLINGSAETER Jo Roemme,NOR,17-04-2000,M,Orkdal Il
4540,7223,MELOE Sara,NOR,1998,F,Namdalseid
4541,6640,MENDEL Mario,AUT,1996,M,Skisprungclub Wiener Stadtadler
4542,8010,MENEGHETTI Emanuele,ITA,2002,M,G.S. MONTE GINER A.S.D.
4543,3927,MENO Juan,ESP, ,M, 
4544,3762,MENSCHIKOW X.,SOV, ,M, 
4545,8299,MENTIL Clara,AUT,2006,F,Sv Villach
4546,6667,MENZ Benedikt,GER,1997,M,Sc Steinbach-hallenberg
4547,5264,MENZ Christoph,GER,1982,M,SC Motor Zella-Mehlis
4548,5864,MENZ Florian,GER,1994,M,SC Steinbach- Hallenberg
4549,6907,MERILAEINEN Eetu,FIN,19-04-1997,M,Jyvaeskylae Ski club
4550,219762,MERILAINEN Eelis,FIN,2004,M,Jyvaskylan Hiihtoseura
4551,7029,MERMOUD Louis,FRA,1998,M,Les Contamines montjoie
4552,6940,MERTS Emil,KAZ,1997,M, 
4553,3664,MESEC Marjan,SLO, ,M, 
4554,2041,MESIK Martin,SVK,1979,M,Vimar Banska Bystrica
4555,8356,MESIKOVA Tamara,SVK,2006,F,Sportovy Lyziarsky klub selce
4556,5021,MESTEK Tadej,SLO,1988,M,SK Triglav Kranj
